,Input,Output
3487,"(24, 9, 4, 12)",2
3488,"(24, 9, 4, 13)",2
3489,"(24, 9, 4, 14)",2
3490,"(24, 9, 5, 5)",1
3491,"(24, 9, 5, 6)",2
3492,"(24, 9, 5, 7)",2
3493,"(24, 9, 5, 8)",2
3494,"(24, 9, 5, 9)",2
3495,"(24, 9, 5, 10)",2
3496,"(24, 9, 5, 11)",2
3497,"(24, 9, 5, 12)",2
3498,"(24, 9, 5, 13)",2
3499,"(24, 9, 5, 14)",2
3500,"(25, 1, 1, 5)",0
3501,"(25, 1, 1, 6)",0
3502,"(25, 1, 1, 7)",0
3503,"(25, 1, 1, 8)",0
3504,"(25, 1, 1, 9)",2
3505,"(25, 1, 1, 10)",2
3506,"(25, 1, 1, 11)",2
3507,"(25, 1, 1, 12)",1
3508,"(25, 1, 1, 13)",1
3509,"(25, 1, 1, 14)",1
3510,"(25, 1, 2, 5)",0
3511,"(25, 1, 2, 6)",0
3512,"(25, 1, 2, 7)",0
3513,"(25, 1, 2, 8)",0
3514,"(25, 1, 2, 9)",1
3515,"(25, 1, 2, 10)",1
3516,"(25, 1, 2, 11)",1
3517,"(25, 1, 2, 12)",1
3518,"(25, 1, 2, 13)",1
3519,"(25, 1, 2, 14)",1
3520,"(25, 1, 3, 5)",0
3521,"(25, 1, 3, 6)",0
3522,"(25, 1, 3, 7)",0
3523,"(25, 1, 3, 8)",0
3524,"(25, 1, 3, 9)",0
3525,"(25, 1, 3, 10)",2
3526,"(25, 1, 3, 11)",2
3527,"(25, 1, 3, 12)",2
3528,"(25, 1, 3, 13)",2
3529,"(25, 1, 3, 14)",2
3530,"(25, 1, 4, 5)",0
3531,"(25, 1, 4, 6)",0
3532,"(25, 1, 4, 7)",0
3533,"(25, 1, 4, 8)",0
3534,"(25, 1, 4, 9)",2
3535,"(25, 1, 4, 10)",2
3536,"(25, 1, 4, 11)",2
3537,"(25, 1, 4, 12)",2
3538,"(25, 1, 4, 13)",2
3539,"(25, 1, 4, 14)",2
3540,"(25, 1, 5, 5)",0
3541,"(25, 1, 5, 6)",0
3542,"(25, 1, 5, 7)",0
3543,"(25, 1, 5, 8)",0
3544,"(25, 1, 5, 9)",2
3545,"(25, 1, 5, 10)",2
3546,"(25, 1, 5, 11)",2
3547,"(25, 1, 5, 12)",2
3548,"(25, 1, 5, 13)",2
3549,"(25, 1, 5, 14)",2
3550,"(25, 2, 1, 5)",0
3551,"(25, 2, 1, 6)",0
3552,"(25, 2, 1, 7)",0
3553,"(25, 2, 1, 8)",2
3554,"(25, 2, 1, 9)",2
3555,"(25, 2, 1, 10)",2
3556,"(25, 2, 1, 11)",2
3557,"(25, 2, 1, 12)",2
3558,"(25, 2, 1, 13)",2
3559,"(25, 2, 1, 14)",2
3560,"(25, 2, 2, 5)",0
3561,"(25, 2, 2, 6)",0
3562,"(25, 2, 2, 7)",0
3563,"(25, 2, 2, 8)",2
3564,"(25, 2, 2, 9)",2
3565,"(25, 2, 2, 10)",2
3566,"(25, 2, 2, 11)",2
3567,"(25, 2, 2, 12)",2
3568,"(25, 2, 2, 13)",2
3569,"(25, 2, 2, 14)",2
3570,"(25, 2, 3, 5)",0
3571,"(25, 2, 3, 6)",0
3572,"(25, 2, 3, 7)",0
3573,"(25, 2, 3, 8)",0
3574,"(25, 2, 3, 9)",2
3575,"(25, 2, 3, 10)",2
3576,"(25, 2, 3, 11)",2
3577,"(25, 2, 3, 12)",2
3578,"(25, 2, 3, 13)",2
3579,"(25, 2, 3, 14)",2
3580,"(25, 2, 4, 5)",0
3581,"(25, 2, 4, 6)",0
3582,"(25, 2, 4, 7)",0
3583,"(25, 2, 4, 8)",0
3584,"(25, 2, 4, 9)",2
3585,"(25, 2, 4, 10)",2
3586,"(25, 2, 4, 11)",2
3587,"(25, 2, 4, 12)",2
3588,"(25, 2, 4, 13)",2
3589,"(25, 2, 4, 14)",2
3590,"(25, 2, 5, 5)",2
3591,"(25, 2, 5, 6)",2
3592,"(25, 2, 5, 7)",0
3593,"(25, 2, 5, 8)",2
3594,"(25, 2, 5, 9)",2
3595,"(25, 2, 5, 10)",2
3596,"(25, 2, 5, 11)",2
3597,"(25, 2, 5, 12)",2
3598,"(25, 2, 5, 13)",2
3599,"(25, 2, 5, 14)",2
3600,"(25, 3, 1, 5)",0
3601,"(25, 3, 1, 6)",0
3602,"(25, 3, 1, 7)",0
3603,"(25, 3, 1, 8)",2
3604,"(25, 3, 1, 9)",2
3605,"(25, 3, 1, 10)",2
3606,"(25, 3, 1, 11)",2
3607,"(25, 3, 1, 12)",2
3608,"(25, 3, 1, 13)",2
3609,"(25, 3, 1, 14)",2
3610,"(25, 3, 2, 5)",0
3611,"(25, 3, 2, 6)",0
3612,"(25, 3, 2, 7)",0
3613,"(25, 3, 2, 8)",2
3614,"(25, 3, 2, 9)",2
3615,"(25, 3, 2, 10)",2
3616,"(25, 3, 2, 11)",2
3617,"(25, 3, 2, 12)",2
3618,"(25, 3, 2, 13)",2
3619,"(25, 3, 2, 14)",2
3620,"(25, 3, 3, 5)",0
3621,"(25, 3, 3, 6)",0
3622,"(25, 3, 3, 7)",0
3623,"(25, 3, 3, 8)",0
3624,"(25, 3, 3, 9)",2
3625,"(25, 3, 3, 10)",2
3626,"(25, 3, 3, 11)",2
3627,"(25, 3, 3, 12)",2
3628,"(25, 3, 3, 13)",2
3629,"(25, 3, 3, 14)",2
3630,"(25, 3, 4, 5)",0
3631,"(25, 3, 4, 6)",0
3632,"(25, 3, 4, 7)",0
3633,"(25, 3, 4, 8)",2
3634,"(25, 3, 4, 9)",2
3635,"(25, 3, 4, 10)",2
3636,"(25, 3, 4, 11)",2
3637,"(25, 3, 4, 12)",2
3638,"(25, 3, 4, 13)",2
3639,"(25, 3, 4, 14)",2
3640,"(25, 3, 5, 5)",0
3641,"(25, 3, 5, 6)",0
3642,"(25, 3, 5, 7)",0
3643,"(25, 3, 5, 8)",2
3644,"(25, 3, 5, 9)",2
3645,"(25, 3, 5, 10)",2
3646,"(25, 3, 5, 11)",2
3647,"(25, 3, 5, 12)",2
3648,"(25, 3, 5, 13)",2
3649,"(25, 3, 5, 14)",2
3650,"(25, 4, 1, 5)",0
3651,"(25, 4, 1, 6)",0
3652,"(25, 4, 1, 7)",0
3653,"(25, 4, 1, 8)",2
3654,"(25, 4, 1, 9)",2
3655,"(25, 4, 1, 10)",2
3656,"(25, 4, 1, 11)",2
3657,"(25, 4, 1, 12)",2
3658,"(25, 4, 1, 13)",2
3659,"(25, 4, 1, 14)",2
3660,"(25, 4, 2, 5)",0
3661,"(25, 4, 2, 6)",0
3662,"(25, 4, 2, 7)",0
3663,"(25, 4, 2, 8)",2
3664,"(25, 4, 2, 9)",2
3665,"(25, 4, 2, 10)",2
3666,"(25, 4, 2, 11)",2
3667,"(25, 4, 2, 12)",2
3668,"(25, 4, 2, 13)",2
3669,"(25, 4, 2, 14)",2
3670,"(25, 4, 3, 5)",0
3671,"(25, 4, 3, 6)",0
3672,"(25, 4, 3, 7)",0
3673,"(25, 4, 3, 8)",2
3674,"(25, 4, 3, 9)",2
3675,"(25, 4, 3, 10)",2
3676,"(25, 4, 3, 11)",2
3677,"(25, 4, 3, 12)",2
3678,"(25, 4, 3, 13)",2
3679,"(25, 4, 3, 14)",2
3680,"(25, 4, 4, 5)",0
3681,"(25, 4, 4, 6)",0
3682,"(25, 4, 4, 7)",0
3683,"(25, 4, 4, 8)",2
3684,"(25, 4, 4, 9)",2
3685,"(25, 4, 4, 10)",2
3686,"(25, 4, 4, 11)",2
3687,"(25, 4, 4, 12)",2
3688,"(25, 4, 4, 13)",2
3689,"(25, 4, 4, 14)",2
3690,"(25, 4, 5, 5)",0
3691,"(25, 4, 5, 6)",0
3692,"(25, 4, 5, 7)",0
3693,"(25, 4, 5, 8)",0
3694,"(25, 4, 5, 9)",2
3695,"(25, 4, 5, 10)",2
3696,"(25, 4, 5, 11)",2
3697,"(25, 4, 5, 12)",2
3698,"(25, 4, 5, 13)",2
3699,"(25, 4, 5, 14)",2
3700,"(25, 5, 1, 5)",1
3701,"(25, 5, 1, 6)",0
3702,"(25, 5, 1, 7)",0
3703,"(25, 5, 1, 8)",0
3704,"(25, 5, 1, 9)",2
3705,"(25, 5, 1, 10)",2
3706,"(25, 5, 1, 11)",2
3707,"(25, 5, 1, 12)",2
3708,"(25, 5, 1, 13)",2
3709,"(25, 5, 1, 14)",2
3710,"(25, 5, 2, 5)",0
3711,"(25, 5, 2, 6)",0
3712,"(25, 5, 2, 7)",0
3713,"(25, 5, 2, 8)",2
3714,"(25, 5, 2, 9)",2
3715,"(25, 5, 2, 10)",2
3716,"(25, 5, 2, 11)",2
3717,"(25, 5, 2, 12)",2
3718,"(25, 5, 2, 13)",2
3719,"(25, 5, 2, 14)",2
3720,"(25, 5, 3, 5)",0
3721,"(25, 5, 3, 6)",2
3722,"(25, 5, 3, 7)",1
3723,"(25, 5, 3, 8)",2
3724,"(25, 5, 3, 9)",2
3725,"(25, 5, 3, 10)",2
3726,"(25, 5, 3, 11)",2
3727,"(25, 5, 3, 12)",2
3728,"(25, 5, 3, 13)",2
3729,"(25, 5, 3, 14)",2
3730,"(25, 5, 4, 5)",0
3731,"(25, 5, 4, 6)",2
3732,"(25, 5, 4, 7)",2
3733,"(25, 5, 4, 8)",2
3734,"(25, 5, 4, 9)",2
3735,"(25, 5, 4, 10)",2
3736,"(25, 5, 4, 11)",2
3737,"(25, 5, 4, 12)",2
3738,"(25, 5, 4, 13)",2
3739,"(25, 5, 4, 14)",2
3740,"(25, 5, 5, 5)",0
3741,"(25, 5, 5, 6)",2
3742,"(25, 5, 5, 7)",0
3743,"(25, 5, 5, 8)",0
3744,"(25, 5, 5, 9)",2
3745,"(25, 5, 5, 10)",2
3746,"(25, 5, 5, 11)",2
3747,"(25, 5, 5, 12)",2
3748,"(25, 5, 5, 13)",2
3749,"(25, 5, 5, 14)",2
3750,"(25, 6, 1, 5)",1
3751,"(25, 6, 1, 6)",1
3752,"(25, 6, 1, 7)",2
3753,"(25, 6, 1, 8)",2
3754,"(25, 6, 1, 9)",2
3755,"(25, 6, 1, 10)",2
3756,"(25, 6, 1, 11)",2
3757,"(25, 6, 1, 12)",2
3758,"(25, 6, 1, 13)",2
3759,"(25, 6, 1, 14)",2
3760,"(25, 6, 2, 5)",2
3761,"(25, 6, 2, 6)",2
3762,"(25, 6, 2, 7)",2
3763,"(25, 6, 2, 8)",2
3764,"(25, 6, 2, 9)",2
3765,"(25, 6, 2, 10)",2
3766,"(25, 6, 2, 11)",2
3767,"(25, 6, 2, 12)",2
3768,"(25, 6, 2, 13)",2
3769,"(25, 6, 2, 14)",2
3770,"(25, 6, 3, 5)",2
3771,"(25, 6, 3, 6)",2
3772,"(25, 6, 3, 7)",2
3773,"(25, 6, 3, 8)",2
3774,"(25, 6, 3, 9)",1
3775,"(25, 6, 3, 10)",1
3776,"(25, 6, 3, 11)",2
3777,"(25, 6, 3, 12)",2
3778,"(25, 6, 3, 13)",2
3779,"(25, 6, 3, 14)",2
3780,"(25, 6, 4, 5)",2
3781,"(25, 6, 4, 6)",2
3782,"(25, 6, 4, 7)",1
3783,"(25, 6, 4, 8)",1
3784,"(25, 6, 4, 9)",2
3785,"(25, 6, 4, 10)",2
3786,"(25, 6, 4, 11)",2
3787,"(25, 6, 4, 12)",2
3788,"(25, 6, 4, 13)",2
3789,"(25, 6, 4, 14)",2
3790,"(25, 6, 5, 5)",2
3791,"(25, 6, 5, 6)",2
3792,"(25, 6, 5, 7)",2
3793,"(25, 6, 5, 8)",2
3794,"(25, 6, 5, 9)",2
3795,"(25, 6, 5, 10)",2
3796,"(25, 6, 5, 11)",2
3797,"(25, 6, 5, 12)",2
3798,"(25, 6, 5, 13)",2
3799,"(25, 6, 5, 14)",2
3800,"(25, 9, 1, 5)",1
3801,"(25, 9, 1, 6)",1
3802,"(25, 9, 1, 7)",1
3803,"(25, 9, 1, 8)",1
3804,"(25, 9, 1, 9)",2
3805,"(25, 9, 1, 10)",2
3806,"(25, 9, 1, 11)",2
3807,"(25, 9, 1, 12)",2
3808,"(25, 9, 1, 13)",2
3809,"(25, 9, 1, 14)",2
3810,"(25, 9, 2, 5)",1
3811,"(25, 9, 2, 6)",1
3812,"(25, 9, 2, 7)",1
3813,"(25, 9, 2, 8)",1
3814,"(25, 9, 2, 9)",2
3815,"(25, 9, 2, 10)",2
3816,"(25, 9, 2, 11)",2
3817,"(25, 9, 2, 12)",2
3818,"(25, 9, 2, 13)",2
3819,"(25, 9, 2, 14)",2
3820,"(25, 9, 3, 5)",1
3821,"(25, 9, 3, 6)",1
3822,"(25, 9, 3, 7)",1
3823,"(25, 9, 3, 8)",1
3824,"(25, 9, 3, 9)",2
3825,"(25, 9, 3, 10)",2
3826,"(25, 9, 3, 11)",2
3827,"(25, 9, 3, 12)",2
3828,"(25, 9, 3, 13)",2
3829,"(25, 9, 3, 14)",2
3830,"(25, 9, 4, 5)",1
3831,"(25, 9, 4, 6)",1
3832,"(25, 9, 4, 7)",1
3833,"(25, 9, 4, 8)",2
3834,"(25, 9, 4, 9)",2
3835,"(25, 9, 4, 10)",2
3836,"(25, 9, 4, 11)",2
3837,"(25, 9, 4, 12)",2
3838,"(25, 9, 4, 13)",2
3839,"(25, 9, 4, 14)",2
3840,"(25, 9, 5, 5)",2
3841,"(25, 9, 5, 6)",2
3842,"(25, 9, 5, 7)",2
3843,"(25, 9, 5, 8)",2
3844,"(25, 9, 5, 9)",2
3845,"(25, 9, 5, 10)",2
3846,"(25, 9, 5, 11)",2
3847,"(25, 9, 5, 12)",2
3848,"(25, 9, 5, 13)",2
3849,"(25, 9, 5, 14)",2
3850,"(26, 1, 1, 5)",0
3851,"(26, 1, 1, 6)",0
3852,"(26, 1, 1, 7)",0
3853,"(26, 1, 1, 8)",0
3854,"(26, 1, 1, 9)",0
3855,"(26, 1, 1, 10)",2
3856,"(26, 1, 1, 11)",2
3857,"(26, 1, 1, 12)",2
3858,"(26, 1, 1, 13)",1
3859,"(26, 1, 1, 14)",1
3860,"(26, 1, 2, 5)",0
3861,"(26, 1, 2, 6)",0
3862,"(26, 1, 2, 7)",0
3863,"(26, 1, 2, 8)",0
3864,"(26, 1, 2, 9)",0
3865,"(26, 1, 2, 10)",1
3866,"(26, 1, 2, 11)",1
3867,"(26, 1, 2, 12)",1
3868,"(26, 1, 2, 13)",1
3869,"(26, 1, 2, 14)",1
3870,"(26, 1, 3, 5)",0
3871,"(26, 1, 3, 6)",0
3872,"(26, 1, 3, 7)",0
3873,"(26, 1, 3, 8)",0
3874,"(26, 1, 3, 9)",0
3875,"(26, 1, 3, 10)",2
3876,"(26, 1, 3, 11)",2
3877,"(26, 1, 3, 12)",2
3878,"(26, 1, 3, 13)",1
3879,"(26, 1, 3, 14)",1
3880,"(26, 1, 4, 5)",0
3881,"(26, 1, 4, 6)",0
3882,"(26, 1, 4, 7)",0
3883,"(26, 1, 4, 8)",0
3884,"(26, 1, 4, 9)",0
3885,"(26, 1, 4, 10)",2
3886,"(26, 1, 4, 11)",2
3887,"(26, 1, 4, 12)",2
3888,"(26, 1, 4, 13)",2
3889,"(26, 1, 4, 14)",2
3890,"(26, 1, 5, 5)",0
3891,"(26, 1, 5, 6)",0
3892,"(26, 1, 5, 7)",0
3893,"(26, 1, 5, 8)",0
3894,"(26, 1, 5, 9)",0
3895,"(26, 1, 5, 10)",2
3896,"(26, 1, 5, 11)",2
3897,"(26, 1, 5, 12)",2
3898,"(26, 1, 5, 13)",2
3899,"(26, 1, 5, 14)",2
3900,"(26, 2, 1, 5)",0
3901,"(26, 2, 1, 6)",0
3902,"(26, 2, 1, 7)",0
3903,"(26, 2, 1, 8)",0
3904,"(26, 2, 1, 9)",2
3905,"(26, 2, 1, 10)",2
3906,"(26, 2, 1, 11)",2
3907,"(26, 2, 1, 12)",2
3908,"(26, 2, 1, 13)",2
3909,"(26, 2, 1, 14)",2
3910,"(26, 2, 2, 5)",0
3911,"(26, 2, 2, 6)",0
3912,"(26, 2, 2, 7)",0
3913,"(26, 2, 2, 8)",0
3914,"(26, 2, 2, 9)",2
3915,"(26, 2, 2, 10)",2
3916,"(26, 2, 2, 11)",2
3917,"(26, 2, 2, 12)",2
3918,"(26, 2, 2, 13)",2
3919,"(26, 2, 2, 14)",2
3920,"(26, 2, 3, 5)",0
3921,"(26, 2, 3, 6)",0
3922,"(26, 2, 3, 7)",0
3923,"(26, 2, 3, 8)",0
3924,"(26, 2, 3, 9)",2
3925,"(26, 2, 3, 10)",2
3926,"(26, 2, 3, 11)",2
3927,"(26, 2, 3, 12)",2
3928,"(26, 2, 3, 13)",2
3929,"(26, 2, 3, 14)",2
3930,"(26, 2, 4, 5)",0
3931,"(26, 2, 4, 6)",0
3932,"(26, 2, 4, 7)",0
3933,"(26, 2, 4, 8)",0
3934,"(26, 2, 4, 9)",2
3935,"(26, 2, 4, 10)",2
3936,"(26, 2, 4, 11)",2
3937,"(26, 2, 4, 12)",2
3938,"(26, 2, 4, 13)",2
3939,"(26, 2, 4, 14)",2
3940,"(26, 2, 5, 5)",2
3941,"(26, 2, 5, 6)",2
3942,"(26, 2, 5, 7)",0
3943,"(26, 2, 5, 8)",2
3944,"(26, 2, 5, 9)",2
3945,"(26, 2, 5, 10)",2
3946,"(26, 2, 5, 11)",2
3947,"(26, 2, 5, 12)",2
3948,"(26, 2, 5, 13)",2
3949,"(26, 2, 5, 14)",2
3950,"(26, 3, 1, 5)",0
3951,"(26, 3, 1, 6)",0
3952,"(26, 3, 1, 7)",0
3953,"(26, 3, 1, 8)",0
3954,"(26, 3, 1, 9)",2
3955,"(26, 3, 1, 10)",2
3956,"(26, 3, 1, 11)",2
3957,"(26, 3, 1, 12)",2
3958,"(26, 3, 1, 13)",2
3959,"(26, 3, 1, 14)",2
3960,"(26, 3, 2, 5)",0
3961,"(26, 3, 2, 6)",0
3962,"(26, 3, 2, 7)",0
3963,"(26, 3, 2, 8)",0
3964,"(26, 3, 2, 9)",2
3965,"(26, 3, 2, 10)",2
3966,"(26, 3, 2, 11)",2
3967,"(26, 3, 2, 12)",2
3968,"(26, 3, 2, 13)",2
3969,"(26, 3, 2, 14)",2
3970,"(26, 3, 3, 5)",0
3971,"(26, 3, 3, 6)",0
3972,"(26, 3, 3, 7)",0
3973,"(26, 3, 3, 8)",0
3974,"(26, 3, 3, 9)",2
3975,"(26, 3, 3, 10)",2
3976,"(26, 3, 3, 11)",2
3977,"(26, 3, 3, 12)",2
3978,"(26, 3, 3, 13)",2
3979,"(26, 3, 3, 14)",2
3980,"(26, 3, 4, 5)",0
3981,"(26, 3, 4, 6)",0
3982,"(26, 3, 4, 7)",0
3983,"(26, 3, 4, 8)",0
3984,"(26, 3, 4, 9)",2
3985,"(26, 3, 4, 10)",2
3986,"(26, 3, 4, 11)",2
3987,"(26, 3, 4, 12)",2
3988,"(26, 3, 4, 13)",2
3989,"(26, 3, 4, 14)",2
3990,"(26, 3, 5, 5)",0
3991,"(26, 3, 5, 6)",0
3992,"(26, 3, 5, 7)",0
3993,"(26, 3, 5, 8)",0
3994,"(26, 3, 5, 9)",2
3995,"(26, 3, 5, 10)",2
3996,"(26, 3, 5, 11)",2
3997,"(26, 3, 5, 12)",2
3998,"(26, 3, 5, 13)",2
3999,"(26, 3, 5, 14)",2
4000,"(26, 4, 1, 5)",0
4001,"(26, 4, 1, 6)",0
4002,"(26, 4, 1, 7)",0
4003,"(26, 4, 1, 8)",0
4004,"(26, 4, 1, 9)",2
4005,"(26, 4, 1, 10)",2
4006,"(26, 4, 1, 11)",2
4007,"(26, 4, 1, 12)",2
4008,"(26, 4, 1, 13)",2
4009,"(26, 4, 1, 14)",2
4010,"(26, 4, 2, 5)",0
4011,"(26, 4, 2, 6)",0
4012,"(26, 4, 2, 7)",0
4013,"(26, 4, 2, 8)",0
4014,"(26, 4, 2, 9)",2
4015,"(26, 4, 2, 10)",2
4016,"(26, 4, 2, 11)",2
4017,"(26, 4, 2, 12)",2
4018,"(26, 4, 2, 13)",2
4019,"(26, 4, 2, 14)",2
4020,"(26, 4, 3, 5)",0
4021,"(26, 4, 3, 6)",0
4022,"(26, 4, 3, 7)",0
4023,"(26, 4, 3, 8)",0
4024,"(26, 4, 3, 9)",2
4025,"(26, 4, 3, 10)",2
4026,"(26, 4, 3, 11)",2
4027,"(26, 4, 3, 12)",2
4028,"(26, 4, 3, 13)",2
4029,"(26, 4, 3, 14)",2
4030,"(26, 4, 4, 5)",0
4031,"(26, 4, 4, 6)",0
4032,"(26, 4, 4, 7)",0
4033,"(26, 4, 4, 8)",2
4034,"(26, 4, 4, 9)",2
4035,"(26, 4, 4, 10)",2
4036,"(26, 4, 4, 11)",2
4037,"(26, 4, 4, 12)",2
4038,"(26, 4, 4, 13)",2
4039,"(26, 4, 4, 14)",2
4040,"(26, 4, 5, 5)",0
4041,"(26, 4, 5, 6)",0
4042,"(26, 4, 5, 7)",0
4043,"(26, 4, 5, 8)",0
4044,"(26, 4, 5, 9)",0
4045,"(26, 4, 5, 10)",2
4046,"(26, 4, 5, 11)",2
4047,"(26, 4, 5, 12)",2
4048,"(26, 4, 5, 13)",2
4049,"(26, 4, 5, 14)",2
4050,"(26, 5, 1, 5)",0
4051,"(26, 5, 1, 6)",0
4052,"(26, 5, 1, 7)",0
4053,"(26, 5, 1, 8)",0
4054,"(26, 5, 1, 9)",2
4055,"(26, 5, 1, 10)",2
4056,"(26, 5, 1, 11)",2
4057,"(26, 5, 1, 12)",2
4058,"(26, 5, 1, 13)",2
4059,"(26, 5, 1, 14)",2
4060,"(26, 5, 2, 5)",0
4061,"(26, 5, 2, 6)",0
4062,"(26, 5, 2, 7)",0
4063,"(26, 5, 2, 8)",0
4064,"(26, 5, 2, 9)",2
4065,"(26, 5, 2, 10)",2
4066,"(26, 5, 2, 11)",2
4067,"(26, 5, 2, 12)",2
4068,"(26, 5, 2, 13)",2
4069,"(26, 5, 2, 14)",2
4070,"(26, 5, 3, 5)",0
4071,"(26, 5, 3, 6)",0
4072,"(26, 5, 3, 7)",0
4073,"(26, 5, 3, 8)",0
4074,"(26, 5, 3, 9)",2
4075,"(26, 5, 3, 10)",2
4076,"(26, 5, 3, 11)",2
4077,"(26, 5, 3, 12)",2
4078,"(26, 5, 3, 13)",2
4079,"(26, 5, 3, 14)",2
4080,"(26, 5, 4, 5)",0
4081,"(26, 5, 4, 6)",2
4082,"(26, 5, 4, 7)",0
4083,"(26, 5, 4, 8)",2
4084,"(26, 5, 4, 9)",2
4085,"(26, 5, 4, 10)",2
4086,"(26, 5, 4, 11)",2
4087,"(26, 5, 4, 12)",2
4088,"(26, 5, 4, 13)",2
4089,"(26, 5, 4, 14)",2
4090,"(26, 5, 5, 5)",0
4091,"(26, 5, 5, 6)",0
4092,"(26, 5, 5, 7)",0
4093,"(26, 5, 5, 8)",0
4094,"(26, 5, 5, 9)",2
4095,"(26, 5, 5, 10)",2
4096,"(26, 5, 5, 11)",2
4097,"(26, 5, 5, 12)",2
4098,"(26, 5, 5, 13)",2
4099,"(26, 5, 5, 14)",2
4100,"(26, 6, 1, 5)",1
4101,"(26, 6, 1, 6)",1
4102,"(26, 6, 1, 7)",2
4103,"(26, 6, 1, 8)",2
4104,"(26, 6, 1, 9)",2
4105,"(26, 6, 1, 10)",2
4106,"(26, 6, 1, 11)",2
4107,"(26, 6, 1, 12)",2
4108,"(26, 6, 1, 13)",2
4109,"(26, 6, 1, 14)",2
4110,"(26, 6, 2, 5)",2
4111,"(26, 6, 2, 6)",2
4112,"(26, 6, 2, 7)",2
4113,"(26, 6, 2, 8)",2
4114,"(26, 6, 2, 9)",2
4115,"(26, 6, 2, 10)",2
4116,"(26, 6, 2, 11)",2
4117,"(26, 6, 2, 12)",2
4118,"(26, 6, 2, 13)",2
4119,"(26, 6, 2, 14)",2
4120,"(26, 6, 3, 5)",2
4121,"(26, 6, 3, 6)",2
4122,"(26, 6, 3, 7)",2
4123,"(26, 6, 3, 8)",2
4124,"(26, 6, 3, 9)",1
4125,"(26, 6, 3, 10)",1
4126,"(26, 6, 3, 11)",2
4127,"(26, 6, 3, 12)",2
4128,"(26, 6, 3, 13)",2
4129,"(26, 6, 3, 14)",2
4130,"(26, 6, 4, 5)",2
4131,"(26, 6, 4, 6)",2
4132,"(26, 6, 4, 7)",1
4133,"(26, 6, 4, 8)",1
4134,"(26, 6, 4, 9)",2
4135,"(26, 6, 4, 10)",2
4136,"(26, 6, 4, 11)",2
4137,"(26, 6, 4, 12)",2
4138,"(26, 6, 4, 13)",2
4139,"(26, 6, 4, 14)",2
4140,"(26, 6, 5, 5)",2
4141,"(26, 6, 5, 6)",2
4142,"(26, 6, 5, 7)",2
4143,"(26, 6, 5, 8)",2
4144,"(26, 6, 5, 9)",2
4145,"(26, 6, 5, 10)",2
4146,"(26, 6, 5, 11)",2
4147,"(26, 6, 5, 12)",2
4148,"(26, 6, 5, 13)",2
4149,"(26, 6, 5, 14)",2
4150,"(26, 9, 1, 5)",1
4151,"(26, 9, 1, 6)",1
4152,"(26, 9, 1, 7)",1
4153,"(26, 9, 1, 8)",1
4154,"(26, 9, 1, 9)",2
4155,"(26, 9, 1, 10)",2
4156,"(26, 9, 1, 11)",2
4157,"(26, 9, 1, 12)",2
4158,"(26, 9, 1, 13)",2
4159,"(26, 9, 1, 14)",2
4160,"(26, 9, 2, 5)",1
4161,"(26, 9, 2, 6)",1
4162,"(26, 9, 2, 7)",1
4163,"(26, 9, 2, 8)",1
4164,"(26, 9, 2, 9)",2
4165,"(26, 9, 2, 10)",2
4166,"(26, 9, 2, 11)",2
4167,"(26, 9, 2, 12)",2
4168,"(26, 9, 2, 13)",2
4169,"(26, 9, 2, 14)",2
4170,"(26, 9, 3, 5)",1
4171,"(26, 9, 3, 6)",1
4172,"(26, 9, 3, 7)",1
4173,"(26, 9, 3, 8)",1
4174,"(26, 9, 3, 9)",2
4175,"(26, 9, 3, 10)",2
4176,"(26, 9, 3, 11)",2
4177,"(26, 9, 3, 12)",2
4178,"(26, 9, 3, 13)",2
4179,"(26, 9, 3, 14)",2
4180,"(26, 9, 4, 5)",1
4181,"(26, 9, 4, 6)",1
4182,"(26, 9, 4, 7)",1
4183,"(26, 9, 4, 8)",2
4184,"(26, 9, 4, 9)",2
4185,"(26, 9, 4, 10)",2
4186,"(26, 9, 4, 11)",2
4187,"(26, 9, 4, 12)",2
4188,"(26, 9, 4, 13)",2
4189,"(26, 9, 4, 14)",2
4190,"(26, 9, 5, 5)",2
4191,"(26, 9, 5, 6)",2
4192,"(26, 9, 5, 7)",2
4193,"(26, 9, 5, 8)",2
4194,"(26, 9, 5, 9)",2
4195,"(26, 9, 5, 10)",2
4196,"(26, 9, 5, 11)",2
4197,"(26, 9, 5, 12)",2
4198,"(26, 9, 5, 13)",2
4199,"(26, 9, 5, 14)",2
4200,"(27, 1, 1, 5)",0
4201,"(27, 1, 1, 6)",0
4202,"(27, 1, 1, 7)",0
4203,"(27, 1, 1, 8)",0
4204,"(27, 1, 1, 9)",0
4205,"(27, 1, 1, 10)",2
4206,"(27, 1, 1, 11)",2
4207,"(27, 1, 1, 12)",2
4208,"(27, 1, 1, 13)",1
4209,"(27, 1, 1, 14)",1
4210,"(27, 1, 2, 5)",0
4211,"(27, 1, 2, 6)",0
4212,"(27, 1, 2, 7)",0
4213,"(27, 1, 2, 8)",0
4214,"(27, 1, 2, 9)",0
4215,"(27, 1, 2, 10)",1
4216,"(27, 1, 2, 11)",1
4217,"(27, 1, 2, 12)",1
4218,"(27, 1, 2, 13)",1
4219,"(27, 1, 2, 14)",1
4220,"(27, 1, 3, 5)",0
4221,"(27, 1, 3, 6)",0
4222,"(27, 1, 3, 7)",0
